timestamp,endpoint,latency_ms,status,loss_ratio
2025-11-21 00:21:42.421040,vehicle-position,16.944368999247672,success,0.0
2025-11-21 00:21:43.443493,vehicle-position,18.036322999250842,success,0.0
2025-11-21 00:21:43.462714,vehicle-position,18.79500499853748,success,0.0
2025-11-21 00:21:44.470681,vehicle-position,18.1598130002385,success,0.0
2025-11-21 00:21:45.482121,vehicle-position,2.2237960001803003,success,0.0
2025-11-21 00:21:46.006983,vehicle-position,14.864929002214922,success,0.0
2025-11-21 00:21:46.512273,vehicle-position,5.410710000433028,success,0.0
2025-11-21 00:21:46.533983,vehicle-position,20.801876999030355,success,0.0
2025-11-21 00:21:46.577556,vehicle-position,20.14191899797879,success,0.0
2025-11-21 00:21:46.620058,vehicle-position,12.563960000989027,success,0.0
2025-11-21 00:21:46.661247,vehicle-position,4.319359999499284,success,0.0
2025-11-21 00:21:46.721317,vehicle-position,13.148926002031658,success,0.0
2025-11-21 00:21:46.761374,vehicle-position,2.7063520028605126,success,0.0
2025-11-21 00:21:46.822121,vehicle-position,14.446118999330793,success,0.0
2025-11-21 00:21:46.862262,vehicle-position,5.296227998769609,success,0.0
2025-11-21 00:21:46.926156,vehicle-position,17.502144000900444,success,0.0
2025-11-21 00:21:46.969248,vehicle-position,8.826080997096142,success,0.0
2025-11-21 00:21:48.564884,vehicle-position,8.771818000241183,success,0.0
2025-11-21 00:21:48.585420,vehicle-position,20.10060000247904,success,0.0
2025-11-21 00:21:48.605508,vehicle-position,19.472268999379594,success,0.0
2025-11-21 00:21:48.625765,vehicle-position,19.874055000400404,success,0.0
2025-11-21 00:21:48.646072,vehicle-position,19.842680001602275,success,0.0
2025-11-21 00:21:48.666244,vehicle-position,19.415433998801745,success,0.0
2025-11-21 00:21:48.688817,vehicle-position,21.504169999388978,success,0.0
2025-11-21 00:21:48.714387,vehicle-position,24.614071000542026,success,0.0
2025-11-21 00:21:48.739399,vehicle-position,24.249639998743078,success,0.0
2025-11-21 00:21:48.760018,vehicle-position,19.86135700281011,success,0.0
2025-11-21 00:21:48.779829,vehicle-position,19.124531998386374,success,0.0
2025-11-21 00:21:48.800052,vehicle-position,19.309362000058172,success,0.0
2025-11-21 00:21:48.820982,vehicle-position,20.45128900135751,success,0.0
2025-11-21 00:21:48.843358,vehicle-position,21.462313998199534,success,0.0
2025-11-21 00:21:48.863924,vehicle-position,20.049146998644574,success,0.0
2025-11-21 00:21:49.588135,vehicle-position,4.122705999179743,success,0.0
2025-11-21 00:21:49.609757,vehicle-position,20.89205300217145,success,0.0
2025-11-21 00:21:49.630632,vehicle-position,20.343578999018064,success,0.0
2025-11-21 00:21:49.650689,vehicle-position,19.43113500237814,success,0.0
2025-11-21 00:21:49.671062,vehicle-position,19.862168999679852,success,0.0
